time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-9.027656230049574e-06,-1.665275940208205e-09,10.001404154429046,6.283180492643126,0.00227340445952251,0.0,-0.0005316370686106247,-2.5321147656443283e-07,0.0468037123534964,-0.00027144333643614913,-0.0177604203282314,0.0,419.99393439718637,418.45106812674624,420.15479411205934,420.131266234333
0.12000000000000001,-9.970693520637073e-05,6.658071885802124e-06,10.01141358442901,0.0016816904655048148,0.0025427464925442678,0.0,-0.0025410993251417935,0.0004131121707836906,0.2868136985629858,0.012873460843412616,-0.03167412750741327,0.0,478.5558828207831,477.4958115563157,480.03517798645976,481.0313802460551
0.18,-0.0003398716836966532,7.537960421550164e-05,10.033078322441526,0.0031613603185256522,0.010765143851066306,0.0,-0.0063253217731830905,0.0020505235676129335,0.4352938919260432,0.0023830732750938955,0.001999596195569397,0.0,451.0191492919142,453.7301589996921,452.31076730631685,451.4651607590433
0.23999999999999996,-0.001004554074331265,0.00028621403089104777,10.066516498462287,0.004835474431532205,0.01459850838827137,0.0,-0.01627758652883224,0.005201563245457681,0.6791925000096757,-0.012424788767720803,0.021943089501451605,0.0,479.71074835656134,481.222439151747,481.3866059608444,480.264996880528
0.3,-0.002387544225378839,0.0007268597807086552,10.11692573669967,0.004170954857112719,0.01615677999957832,0.0,-0.03002303509685298,0.00939307146623523,1.0008875505951993,-0.010284711190918836,0.026260481079455396,0.0,503.53667319730283,503.84884414129107,502.0053460268694,502.1607292943928
0.36000000000000004,-0.00476272795523461,0.001407488821297722,10.185595120234522,0.005958240871336784,0.04588880241954829,0.0,-0.05307534698760942,0.01350400731492894,1.2877088219922972,0.0055436661736060515,-0.03307906664576021,0.0,496.24277407932743,491.86823316273154,492.82898721788337,493.9974642716197
0.4200000000000001,-0.008872837902713242,0.002340150058479078,10.26551086710244,0.006291863001860243,0.04404217674008226,0.0,-0.08373540243666738,0.017620026141264806,1.376053738657406,0.0030946394496755396,-0.030034864919605473,0.0,434.80859179296266,435.06312114322986,435.3205365514417,435.11549407270036
0.48000000000000015,-0.014774077981604414,0.0035243512247499415,10.350450917857776,0.006496618764877837,0.04237285822933501,0.0,-0.11280882414204675,0.021876096669516273,1.455188912703852,-3.640299775905815e-05,-0.0354031337149358,0.0,432.29937044833105,431.8464291232002,432.73383060192924,432.4701669358147
0.5400000000000001,-0.022617757972521038,0.005003728318188844,10.445694029594181,0.006674366489990646,0.04024124863379175,0.0,-0.14836600261993318,0.027452070060045037,1.7192316676814086,0.0035627989885494847,-0.03734482171333754,0.0,488.37526929351776,488.22998088945747,488.4086529243935,488.67696635227645
0.6000000000000002,-0.03245426546259419,0.006812235359184427,10.554228087755645,0.008679291282955859,0.04213749162458935,0.0,-0.17969847410785095,0.03304201724625483,1.8982783678059358,0.017072636923175857,-0.01623191148816451,0.0,463.50357756220467,465.15946738201785,463.8177242527601,464.87734673286474
0.6600000000000003,-0.0442360134009418,0.009021408163908434,10.67416734382403,0.013113381742980046,0.04197676121232696,0.0,-0.21300702657273818,0.04113734927867341,2.0993413222907047,-0.004390817597131443,-0.027382969774726935,0.0,472.105873379506,471.244796679742,472.16493529255854,470.50616525683046
0.7200000000000003,-0.057912029650397795,0.011765359379368274,10.803483002853007,0.013051692077400645,0.04550483725579202,0.0,-0.24319335642354617,0.050324752156575656,2.210952866650228,-0.01065547701867383,-0.003643775194255983,0.0,443.40036268577677,445.3462454962036,446.0267987352102,445.51500049364233
0.7800000000000004,-0.07344869892912045,0.015061899576979735,10.939213342180496,0.015004825654118648,0.04560816421532188,0.0,-0.2746932233649582,0.05974010269471591,2.3131841033441316,0.005823230022235654,0.0014867092461482668,0.0,442.44186638096045,442.86408608809154,441.89401108717254,443.2503389497001
0.8400000000000004,-0.0908375275129335,0.01896898905073754,11.079965025814346,0.022316810564141143,0.048199186450136544,0.0,-0.30519837456193327,0.0712310240804769,2.378374703568399,-0.024306842392281175,-0.01708156538735474,0.0,431.2769688245111,429.7058859597738,433.30672711820137,430.7664414009461
